,bed,bath,acre_lot,zip_code,house_size,prev_sold_date,price
1775,3.0,2.0,0.02,19134.0,956.0,2020-11-25,172500.0
1776,3.0,2.0,0.02,19139.0,1422.0,2021-12-16,215000.0
1789,3.0,4.0,0.02,19147.0,2012.0,2020-03-05,825000.0
1791,3.0,2.0,0.02,19139.0,1074.0,2022-02-11,145000.0
1799,4.0,2.0,0.05,19141.0,1650.0,2020-04-09,262500.0
1801,3.0,1.0,0.03,19142.0,1173.0,2021-09-03,169000.0
1802,3.0,2.0,0.02,19132.0,1488.0,2019-06-03,140000.0
1805,5.0,3.0,0.04,19139.0,2108.0,2018-07-03,344500.0
1807,2.0,2.0,0.02,19121.0,840.0,2021-03-25,299900.0
1818,3.0,1.0,0.03,19133.0,1536.0,2018-03-29,70000.0
1824,4.0,3.0,0.06,19138.0,1954.0,2021-05-15,279900.0
1826,3.0,3.0,0.02,19146.0,2144.0,2020-03-30,480000.0
1828,3.0,2.0,0.02,19147.0,1900.0,2020-03-19,619000.0
1839,3.0,1.0,0.03,19132.0,1028.0,2022-01-31,129900.0
1842,3.0,1.0,0.02,19146.0,840.0,2018-01-29,180000.0
1843,6.0,2.0,0.04,19140.0,2272.0,2019-07-12,230000.0
1844,4.0,3.0,0.13,19118.0,3336.0,2016-06-20,1050000.0
1845,2.0,2.0,0.03,19140.0,1346.0,2020-09-24,139000.0
1847,4.0,3.0,0.02,19133.0,2300.0,2020-01-07,389900.0
